id,occurrenceID,scientificName,species,vernacularName,eventDate,decimalLatitude,decimalLongitude,datasetName,basisOfRecord,individualCount,coordinateUncertaintyInMeters,depth,sst
0057344d-49c0-4847-8b2e-5a92626f07a2,645000,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-09T02:07:07,-64.234912,-61.811849,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,1.11,,
005b0a2b-68cf-4deb-abc5-45a252a6fde9,626132,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-09T15:00,20.742906,-156.496811,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
005d6f4e-03f1-4058-994b-df12d465a3c2,645072,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-26T00:57:34,-64.146993,-61.013346,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,111319.49,,
005f0e78-d4ce-4f9e-ab85-89b1e67185b7,630958,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-23T21:10,-64.306697,-61.781884,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,111319.49,,
00606778-2e0f-407c-b573-94ae3e25dd7c,635050,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-08T13:20:39,22.895815,-110.059844,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
0062626d-d07d-4596-8370-0f497ba48ebc,624356,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-02T18:59:09,19.875152,-155.938151,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,11131.95,,
00633ff9-2dfe-4769-b908-96a7f4801a3c,643410,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-23T10:09:20,65.98,-18.3,Happywhale - Humpback whale in Arctic Ocean,HumanObservation,1,11131.95,,
006ff695-a3fa-4802-9459-ee63ab8af2fa,652059,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-18T07:59:54,21.5968,-158.1883,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
007254c2-10e7-4a97-832d-7140192e257b,640058,Orcinus orca,Orcinus orca,Killer whale,2026-02-03T09:28:37,-77.42406,169.42053,Happywhale - Killer whale in Southern Ocean,HumanObservation,1,1.11,,
0072dd90-8ac1-4183-bcf3-b0a63a598023,642353,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-14T09:36:16,22.878076,-109.848344,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
007417ef-6d61-481c-a1b8-9b3fe7643ea7,639596,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-01,-69.421817,-68.873458,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,111319.49,,
007565aa-5f0f-4a11-bfc2-04de4ccefb22,640214,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-13T12:40:14,-69.311167,-117.17976,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,1.11,,
00798c59-c653-4174-abcd-951fe72fa6cc,635064,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-10T12:45:33,22.895815,-110.059844,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
007a57af-83ea-42c1-903a-69a1853a45e2,649239,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-20T17:59:40,-64.5,-61.76,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,11131.95,,
007af4b2-bf72-4e00-9e0f-6ec595b0201a,654523,Grampus griseus,Grampus griseus,Risso's dolphin,2026-03-28T10:15,36.627716,-121.894939,Happywhale - Risso's dolphin in North Pacific Ocean,HumanObservation,1,1.11,,
007b99b4-9706-45a7-974d-6a8886d640bf,626158,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-09T15:26:27,20.722811,-156.507969,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
00865f5f-1504-4c1c-abed-2533768a5f9c,652659,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-22T11:45:04,36.795292,-121.869764,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
008ab6f4-71a7-4f6b-8321-fb21c0be2eb5,656072,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-04T08:38:49,34.2,-120,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
008b012e-ef49-477f-91b7-f9db0e7a41af,629790,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-11T13:20:43,36.863,-122.009,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
008cb3dc-a34b-42e1-b7a2-d9607e0a83b5,643673,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-18T16:45:29,-64.718827,-62.231746,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,1.11,,
0096236b-aca5-44a9-900d-0fa2d17f58a1,648424,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-03T09:37:31,20.77116,-156.4995,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
00a4ed58-884e-4c43-8a5a-8cdd9ad95722,642750,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-15,-65.138608,-63.191836,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,1.11,,
00b00cfe-9308-446a-b510-4a701e74d107,635086,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-30T11:59:06,-64.134606,-61.893143,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,111319.49,,
00b3fa94-492b-4358-b0de-2dc46a0da6dc,635417,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-18T10:26:27,22.895815,-110.059844,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
00beeaae-aa91-4bb1-a5f9-06eb477bc292,639494,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-08T11:29:30,-64.72,-62.87,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,11131.95,,
00bf84cd-9251-4b69-927b-d48bafe9e0a9,647303,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-04T21:13:06,-62.93985,-59.43055,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,1.11,,
00c029be-2a84-455a-a0a1-05d2f49dff67,648132,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-03,23.0445,-109.681548,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
00c18845-893b-4690-9afe-9871f90cdd40,653169,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-22T17:17:55,20.847502,-156.759074,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
00c26cac-7298-4c88-acf3-176153e622e8,636538,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-20,20.75,-69.8,Happywhale - Humpback whale in North Atlantic Ocean,HumanObservation,1,11131.95,,
00c9a94b-94e2-43e9-90ad-a71f91e5308a,630283,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-07T19:25:55,20.87,-156.7,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
00d7b9a6-22fc-404e-8472-b019771f6ddc,630915,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-21T22:57:02,20.7,-105.4,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
00d92f1c-c060-4631-a797-ff895070fae5,646962,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-02T14:36:20,20.78,-156.5,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
00e00b05-7413-4306-982b-5fed3c69490a,653126,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-23T15:57:06,22.91309,-109.811854,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
00e4b55d-81bd-4bde-98f2-99c0fb6b15a4,647554,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-01T08:30:34,20.88,-156.78,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,11131.95,,
00eaf2f3-e999-4b8f-9112-89740a18d3fc,647839,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-28T01:32,33.732226,-118.392774,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
00ef34e7-1a42-4bf2-84ff-89593d913117,626000,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-09T09:32:41,20.854033,-156.714613,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,11131.95,,
00f14f07-8e47-4efb-8a8a-cc31fc0bdd49,624314,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-02,-64.861916,-62.839812,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,111319.49,,
00f33201-ed5e-484c-b835-3dfe27ba5fae,653000,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-23,-64.633692,-62.170095,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,11131.95,,
00f37ad5-bed5-4a09-ac66-3841e9bc0fdb,632456,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-22T09:07:23,20.896535,-156.767365,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
00fab2c0-c159-4e0e-9375-20bf0b4c859d,648737,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-22T08:45:48,20.866233,-156.70461,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
00ff1c4e-ac24-4289-bc37-9d0f7f0c667c,623338,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-01T14:09:34,20.75,-156.47,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,11131.95,,
0103e5a3-de8f-4f2b-8c60-e6f6753e5584,633569,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-23T13:10:45,19.837428,-156.036757,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
010c6023-e795-40cd-b9c5-b31786428d6a,634182,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-28T12:36:36,20.864562,-156.798525,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
010cfa6e-b906-4295-9828-49544f8972cd,650779,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-04T17:00,20.87,-156.7,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
010e1bed-0218-4677-90b8-8b15ce40f73a,648510,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-09T11:12:20,-60.5025,-46.1117,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,1.11,,
0116e130-b409-4b03-a090-2e70c5e74a9d,647870,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-15T10:18:44,22.906786,-109.807982,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,11131.95,,
011cf703-804f-4ea7-a7f3-ea6cea46b952,648104,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-04T13:12:02,20.75,-156.47,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,11131.95,,
01232478-ec1f-4101-9d07-b9701652dcdb,629368,Grampus griseus,Grampus griseus,Risso's dolphin,2026-01-17T12:21:42,36.538378,-121.963001,Happywhale - Risso's dolphin in North Pacific Ocean,HumanObservation,1,11131.95,,
0123bd7d-e9cb-4716-a830-3e46836028ee,634775,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-30T10:21:49,-33.476901,18.042872,Happywhale - Humpback whale in South Atlantic Ocean,HumanObservation,1,111319.49,,
0123dcca-a63c-4131-badc-7506045ea248,640522,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-13T12:07:05,20.890467,-156.770833,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
0124fbfc-b121-4969-a9dd-cea19f558858,649376,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-25T10:14:03,22.895815,-110.059844,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
0131f0c0-698d-47e7-be24-f9d2785ea70d,629115,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-15,23.216751,-109.415246,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,11131.95,,
01364a41-c598-4870-81a1-eaae1aacaf0c,630434,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-21T11:49:10,22.848787,-109.981091,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
013771ba-f9cc-4fb0-8cfb-221bf0fab27f,655991,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-03T07:19:41,20.899797,-156.722324,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,11131.95,,
0137876e-87d0-4dda-ae37-278d89a835d1,635725,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-14T15:46:47,22.895815,-110.059844,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
013cfeb9-bcf2-4b43-806d-da35b37e766f,641821,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-11T19:07:53,20.86668,-156.699656,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
01433531-00d2-466c-b19f-5191c203799b,634013,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-25T17:11:01,22.873655,-109.900119,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
0147b2f8-6904-4db2-a195-e3ceb268ec07,656107,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-25,-64.847701,-62.54297,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,1.11,,
01521c12-6edc-4f19-a7e3-fa22206fa7fe,641303,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-01T13:00,20.704398,-156.465693,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
01542efd-1ca4-4c91-8691-acfe2283430c,633553,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-02T12:03,-64.589981,-61.630362,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,11131.95,,
0158a10b-a6f0-40b5-903c-85a2432ba67e,653773,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-22T09:34:52,57.110674,-135.495518,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
015a9af9-1424-4b8b-919e-5f143a859350,637328,Eschrichtius robustus,Eschrichtius robustus,Gray whale,2026-01-31T12:50:10,32.63679,-117.431185,Happywhale - Gray whale in North Pacific Ocean,HumanObservation,1,11131.95,,
015c153a-c0f3-4c05-883f-4a5bb4e8f087,629065,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-17T09:03:58,20.85,-156.74,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
0168d39c-d288-4556-b328-58ce6a1404fe,655519,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-27T10:04:56,57.049941,-135.427349,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
016a3af5-fce1-4c7d-af40-6c45a745f81f,624828,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-05T15:24:35,22.893783,-109.713705,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,11131.95,,
016fb704-3f60-4703-8cbb-f98852f97ac1,647563,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-01T09:13:27,20.88,-156.78,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,11131.95,,
01735e3f-9c07-4088-bd7c-70d04f283b7e,651412,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-09T12:27:21,20.75,-156.47,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,11131.95,,
01775ab2-f085-4991-aa1e-ea43d548ad7d,630414,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-19T19:27:55,19.693986,-156.058726,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,11131.95,,
017ced4f-a420-487e-a574-bea69643179d,651947,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-18T12:34:58,20.759344,-156.623958,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,111319.49,,
017d97e3-2212-4683-b975-9e38218e10ee,641329,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-14T06:12:31,-63.6,-56.73,Happywhale - Humpback whale in Southern Ocean,HumanObservation,1,1.11,,
017f815e-2e91-4cf1-b9c3-555e05c9c57f,636991,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-01-29T03:55:58,-45.053632,-66.065969,Happywhale - Humpback whale in South Atlantic Ocean,HumanObservation,1,11131.95,,
017fa161-d158-40a7-94b6-7b91dbed0153,653431,Balaenoptera borealis,Balaenoptera borealis,Sei whale,2026-03-25T08:53:28,-54.828913,-68.218575,Happywhale - Sei whale in South Pacific Ocean,HumanObservation,1,1.11,,
01816fbe-14b9-4262-8622-47129e36b1bb,649995,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-03-13T10:49:41,36.811433,-121.838118,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,1.11,,
0181bab2-c266-4774-a99e-799260e83fd7,637362,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-02-05T13:51:50,65.745347,-18.112072,Happywhale - Humpback whale in Arctic Ocean,HumanObservation,1,1.11,,
0186bd75-d297-44ac-a5c2-ce9524eab04a,643815,Grampus griseus,Grampus griseus,Risso's dolphin,2026-02-21T07:47:48,36.617965,-121.872022,Happywhale - Risso's dolphin in North Pacific Ocean,HumanObservation,1,1.11,,
0186dbcb-08fb-4a8e-bc0f-a55f99387358,656033,Megaptera novaeangliae,Megaptera novaeangliae,Humpback whale,2026-04-01T10:03:13,36.616,-122.058,Happywhale - Humpback whale in North Pacific Ocean,HumanObservation,1,11131.95,,
